Ordem Cronológica;Ordem Aberto/Suspenso;Valor de formação do Precatório (Valor de Face);Nº Processo;Nº SEI;Origem;Ação;Liquidação;Protocolo (Data/Hora);Protocolo (Número/Ano)
8745;3519;R$ 1.994.622,70;24028819928;;Belo Horizonte - 7ª Vara da Fazenda Pública e Autarquias;Ordinária;01/07/2006;18/05/2010 15:21:00;1034023 / 2010
8746;3520;R$ 90.550,14;28070132130;;Andrelândia - Vara Única;Indenização;08/03/2010;20/05/2010 16:32:10;1041976 / 2010
8748;3522;R$ 15.522,97;105061784218;;Governador Valadares - 7ª Vara Cível;Ordinária;25/04/2008;07/06/2010 17:39:59;1082086 / 2010
8753;3524;R$ 269.851,49;349030035530;;Jacutinga - Vara Única;Ordinária;18/03/2008;21/06/2010 16:35:56;1117862 / 2010
8761;3530;R$ 82.874,97;16980007351;;Alfenas - 2ª Vara Cível;Indenização;01/08/2009;29/06/2010 11:30:17;1137820 / 2010
8827;3571;R$ 37.928,68;0335050032069;;Itapecerica - Vara Única;Execução de Honorários;03/02/2006;01/04/2011 16:34:45;195340 / 2011
8831;3574;R$ 23.336,48;024000241844;;Belo Horizonte - 3ª Vara da Fazenda Pública e Autarquias;Execução;16/03/2008;11/04/2011 16:39:28;216854 / 2011
8833;3575;R$ 33.372,99;024000244844;;Belo Horizonte - 3ª Vara da Fazenda Pública e Autarquias;Execução;16/03/2008;11/04/2011 16:40:31;216867 / 2011
8835;3576;R$ 33.372,99;024000241844;;Belo Horizonte - 3ª Vara da Fazenda Pública e Autarquias;Execução;16/03/2008;11/04/2011 16:41:47;216876 / 2011
8836;3577;R$ 44.219,16;024000241844;;Belo Horizonte - 3ª Vara da Fazenda Pública e Autarquias;Execução;16/03/2008;11/04/2011 16:42:11;216878 / 2011
8935;3633;R$ 64.872,57;24044445286;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias  ;Ordinária;31/12/2008;27/05/2011 16:58:19;332242 / 2011
9298;3807;R$ 35.913,58;024026837864;;Belo Horizonte - 1ª Vara de Fazenda Pública e Autarquias;Ordinária;31/01/2007;01/07/2011 14:51:57;418635 / 2011
9299;3808;R$ 46.873,17;024026837864;;Belo Horizonte - 1ª Vara de Fazenda Pública e Autarquias;Ordinária;31/01/2007;01/07/2011 14:52:22;418636 / 2011
9300;3809;R$ 52.650,22;0024026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;30/01/2007;01/07/2011 14:55:28;418668 / 2011
9301;3810;R$ 60.619,75;0024026837864;;Belo Horizonte - 1ª Vara da FAzenda Pública e Autarquias;Ordinária;30/01/2007;01/07/2011 14:56:01;418669 / 2011
9302;3811;R$ 55.032,19;24026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias ;Ordinária;30/01/2007;01/07/2011 14:56:26;418671 / 2011
9303;3812;R$ 27.205,39;024026837864;;Belo Horizonte - 1ª Vara de Fazenda Pública e Autarquias;Ordinária;31/01/2007;01/07/2011 14:56:29;418672 / 2011
9304;3813;R$ 74.634,07;0024026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;31/01/2007;01/07/2011 14:57:17;418676 / 2011
9305;3814;R$ 25.978,38;0024026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;31/01/2007;01/07/2011 14:57:19;418677 / 2011
9306;3815;R$ 33.067,10;024026837864;;Belo Horizonte - 1ª Vara de Fazenda Pública e Autarquias;Ordinária;26/04/2002;01/07/2011 14:58:13;418721 / 2011
9307;3816;R$ 60.642,15;24026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;30/01/2007;01/07/2011 14:58:15;418722 / 2011
9308;3817;R$ 32.647,30;0024026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;30/01/2007;01/07/2011 14:58:17;418723 / 2011
9309;3818;R$ 47.554,81;0024026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;30/01/2007;01/07/2011 14:58:39;418724 / 2011
9310;3819;R$ 39.536,60;24026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias ;Ordinária;30/01/2007;01/07/2011 14:58:41;418725 / 2011
9354;3835;R$ 36.911,56;0351020126220;;Janaúba - 2ª Vara Cível;Indenização;06/05/2010;01/07/2011 16:45:19;419755 / 2011
9436;3878;R$ 127.097,23;471030111804;;Pará de Minas - 2ª Vara Cível ;Desapropriação Indireta;31/10/2008;23/05/2011 17:18:57;317243 / 2011
9437;3879;R$ 127.097,23;471030111804;;Pará de Minas - 2ª Vara Cível;Desapropriação Indireta;31/10/2008;23/05/2011 17:19:00;317245 / 2011
9445;3885;R$ 13.956.488,96;0344020069011;;Iturama - 2ª Vara Cível;Indenização;15/06/2007;30/06/2011 10:26:07;413660 / 2011
9563;3934;R$ 127.029,43;24990389702;;Belo Horizonte - 2ª Vara da Fazenda Pública e Autarquias ;Execução de Sentença;30/09/2008;30/08/2011 09:05:33;567162 / 2011
9577;3940;R$ 29.617,75;24026837864;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias ;Execução de Honorários;30/01/2007;01/09/2011 14:55:09;575560 / 2011
9634;3958;R$ 1.110.956,24;24001254754;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias ;Ordinária;01/03/2009;23/09/2011 14:23:57;631007 / 2011
9789;4035;R$ 158.712,59;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:33:22;776458 / 2011
9791;4036;R$ 253.614,76;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:36:07;776462 / 2011
9792;4037;R$ 197.158,41;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:36:09;776463 / 2011
9795;4038;R$ 20.992,47;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:38:14;776526 / 2011
9796;4039;R$ 105.103,55;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:38:16;776527 / 2011
9797;4040;R$ 270.014,76;0024027519628;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;24/11/2011 16:39:32;776528 / 2011
9819;4052;R$ 62.750,38;0024030398879;;Belo Horizonte - 6ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/04/2010;12/12/2011 17:01:11;813202 / 2011
9970;4113;R$ 261.789,19;0024000734947;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2005;22/03/2012 16:01:31;183015 / 2012
9973;4114;R$ 63.920,22;0024000734947;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2005;22/03/2012 16:02:28;183029 / 2012
9976;4115;R$ 345.314,72;00240000734947;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2005;22/03/2012 16:05:29;183048 / 2012
9978;4116;R$ 326.084,68;0024000734947;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2005;22/03/2012 16:06:19;183051 / 2012
9980;4117;R$ 342.390,19;0024000734947;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2005;22/03/2012 16:07:27;183057 / 2012
10085;4157;R$ 34.126,75;0702041403669;;Uberlândia - 2ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Indenização;01/09/2009;12/04/2012 16:15:45;232508 / 2012
10106;4161;R$ 37.435,20;0474040114396;;Paraopeba - VARA ÚNICA;Ordinária;01/05/2010;17/04/2012 17:23:54;243423 / 2012
10164;4182;R$ 31.858,37;0024073846610;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2009;03/05/2012 15:28:33;281156 / 2012
10246;4221;R$ 55.547,81;0024001254754;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2009;18/05/2012 09:57:21;319848 / 2012
10436;4297;R$ 52.795,58;701051065301;;Uberaba - 2ª VARA CÍVEL;Ordinária;30/09/2010;18/06/2012 17:07:44;396165 / 2012
10654;4416;R$ 23.322,28;0479030466326;;Passos - 3ª VARA CÍVEL;Ordinária;28/02/2003;27/06/2012 15:55:20;424697 / 2012
10865;4509;R$ 56.026,44;024044265478;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Execução de Sentença;01/06/2010;29/06/2012 17:27:32;435598 / 2012
10866;4510;R$ 56.612,78;024044265478;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;08/10/2010;29/06/2012 17:27:34;435600 / 2012
10868;4511;R$ 52.720,23;024044265478;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;08/10/2010;29/06/2012 17:28:04;435655 / 2012
10871;4512;R$ 16.506,82;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:29:50;435682 / 2012
10872;4513;R$ 17.540,57;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:30:08;435683 / 2012
10873;4514;R$ 34.895,02;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:30:29;435685 / 2012
10874;4515;R$ 17.427,11;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:30:54;435698 / 2012
10875;4516;R$ 21.890,59;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:30:56;435700 / 2012
10876;4517;R$ 28.379,17;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:30:58;435702 / 2012
10877;4518;R$ 34.978,42;0024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:31:00;435703 / 2012
10878;4519;R$ 31.990,33;024028463248;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/01/2004;29/06/2012 17:31:03;435705 / 2012
10879;4520;R$ 115.469,57;0024001292242;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2009;29/06/2012 17:37:27;435811 / 2012
10880;4521;R$ 115.469,57;024001292242;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2009;29/06/2012 17:38:12;435853 / 2012
10881;4522;R$ 230.939,14;0024001292242;;Belo Horizonte - 4ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2009;29/06/2012 17:38:46;435854 / 2012
10882;4523;R$ 51.700,91;024010514115;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2006;29/06/2012 17:39:36;435835 / 2012
10915;4546;R$ 1.328.670,21;024010218584;;Belo Horizonte - 7ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Cobrança;13/11/2009;06/06/2012 13:20:24;370621 / 2012
11030;4606;R$ 19.435,22;0479030466326;;Passos - 3ª VARA CÍVEL;Ordinária;01/12/2010;23/08/2012 15:53:22;582435 / 2012
11477;4811;R$ 608.451,92;10000002465789000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;12/03/2013 08:39:07;158439 / 2013
11479;4812;R$ 1.081.330,80;10000034034504000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;19/06/2006;12/03/2013 08:39:11;158441 / 2013
11480;4813;R$ 1.048.677,62;10000002465789000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;12/03/2013 08:39:13;158442 / 2013
11481;4814;R$ 533.969,08;10000034034504000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;12/03/2013 08:39:15;158443 / 2013
11482;4815;R$ 902.853,02;10000034034504000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;19/06/2006;12/03/2013 08:39:17;158444 / 2013
11483;4816;R$ 698.845,88;10000034034504000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Ordinária;19/06/2006;12/03/2013 08:39:19;158445 / 2013
11485;4817;R$ 1.081.330,80;10000034034504000;;Belo Horizonte - GERÊNCIA DO CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;12/03/2013 08:39:24;158447 / 2013
11717;4927;R$ 29.395,87;0024026246819;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Revisional;28/02/2010;14/05/2013 17:39:19;308493 / 2013
11765;4944;R$ 31.479,82;0024028127983;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2011;23/05/2013 14:07:52;333991 / 2013
11766;4945;R$ 58.843,41;0024028127983;;Belo Horizonte - 1ª Vara da Fazenda Pública e Autarquias;Ordinária;30/04/2011;23/05/2013 14:07:54;333992 / 2013
11767;4946;R$ 90.842,19;0024028127983;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2011;23/05/2013 14:08:30;333993 / 2013
11773;4947;R$ 141.939,34;0024028127983;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/04/2011;23/05/2013 14:09:32;334000 / 2013
11922;5041;R$ 36.024,36;0024031500036;;Belo Horizonte - 6ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;01/04/2011;18/06/2013 14:08:36;396152 / 2013
12111;5104;R$ 836.179,24;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2007;27/06/2013 17:30:10;426143 / 2013
12117;5105;R$ 419.364,53;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2013;27/06/2013 17:31:14;426167 / 2013
12120;5106;R$ 290.508,13;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2007;27/06/2013 17:36:52;426207 / 2013
12122;5107;R$ 50.490,45;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2007;27/06/2013 17:36:59;426213 / 2013
12124;5108;R$ 388.563,60;0024990986275;;Belo Horizonte - 5ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2007;27/06/2013 17:40:34;426233 / 2013
12166;5136;R$ 13.930,16;0024015826845;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/06/2006;28/06/2013 15:17:30;430083 / 2013
12265;5182;R$ 189.396,95;0105940002360;;Governador Valadares - 2ª VARA CÍVEL;Expropriatória;14/10/2010;03/07/2012 16:16:44;445216 / 2012
12272;5188;R$ 67.544,17;0592080106384;;Santa Rita de Caldas - VARA ÚNICA;Ordinária;17/09/2008;31/07/2012 17:08:46;523935 / 2012
12285;5197;R$ 246.160,61;0525010023089;;Pouso Alegre - 2ª Vara Cível;Ordinária;10/06/2007;26/10/2012 16:51:17;754291 / 2012
12286;5198;R$ 144.370,72;0525010023089;;Pouso Alegre - 2ª Vara Cível;Ordinária;10/06/2007;26/10/2012 16:51:19;754292 / 2012
12294;5205;R$ 226.688,87;0525010023089;;Pouso Alegre - 2ª Vara Cível;Desapropriação;10/06/2007;18/01/2013 15:17:57;32764 / 2013
12303;5212;R$ 12.670,29;0103070033693;;Caldas - Vara Única;Indenização;03/06/2008;13/03/2013 16:32:49;164637 / 2013
12311;5218;R$ 59.374,46;0251020007182;;Extrema - VARA ÚNICA;Indenização;10/10/2012;16/05/2013 15:08:01;314442 / 2013
12981;5535;R$ 324.369,11;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;29/01/2014 17:33:06;65199 / 2014
13033;5560;R$ 33.744,05;0024056461247;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Reclamação Trabalhista;01/04/2012;12/02/2014 14:39:33;102579 / 2014
13213;5627;R$ 41.002,14;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:16:19;213138 / 2014
13214;5628;R$ 43.025,11;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:16:21;213139 / 2014
13215;5629;R$ 41.002,14;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:16:23;213140 / 2014
13216;5630;R$ 205.010,71;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:18:18;213181 / 2014
13217;5631;R$ 41.002,14;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:18:55;213182 / 2014
13218;5632;R$ 41.002,14;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:18:57;213183 / 2014
13219;5633;R$ 41.002,14;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:20:11;213187 / 2014
13220;5634;R$ 43.025,11;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:20:13;213188 / 2014
13221;5635;R$ 43.025,11;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:21:12;213191 / 2014
13222;5636;R$ 129.075,33;0024010554947;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;28/02/2006;21/03/2014 17:22:09;213192 / 2014
13364;5710;R$ 20.104,83;0040030148676;;Araxá - 2ª VARA CÍVEL;Indenização;26/03/2012;13/05/2014 13:16:02;354249 / 2014
13445;5735;R$ 469.576,37;0024031437478;;Belo Horizonte - 6ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Cobrança;01/07/2011;21/05/2014 15:10:21;380837 / 2014
13504;5769;R$ 28.167,23;0024026831511;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária de Cobrança;13/11/2012;28/05/2014 17:41:32;403812 / 2014
13505;5770;R$ 74.688,64;0024026831511;;Belo Horizonte - 7ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;13/11/2012;28/05/2014 17:41:34;403813 / 2014
13611;5822;R$ 594.878,94;0024015440324;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/03/2009;11/06/2014 13:10:46;444314 / 2014
13706;5854;R$ 85.312,06;0024056600075;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/09/2013;24/06/2014 17:12:46;474724 / 2014
13731;5864;R$ 895.564,12;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:12:13;484131 / 2014
13733;5865;R$ 232.723,45;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:12:17;484133 / 2014
13734;5866;R$ 550.642,18;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:12:19;484134 / 2014
13735;5867;R$ 554.800,67;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:12:22;484135 / 2014
13738;5868;R$ 454.798,59;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:12:28;484138 / 2014
13741;5869;R$ 469.761,58;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:14:06;484147 / 2014
13742;5870;R$ 395.691,30;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:14:08;484148 / 2014
13747;5871;R$ 341.819,20;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS DO TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS;Rescisória;19/06/2006;26/06/2014 17:15:40;484153 / 2014
13892;5910;R$ 86.770,69;0024027007368;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2003;30/06/2014 15:04:57;491767 / 2014
13899;5913;R$ 64.711,99;0024027007368;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2003;30/06/2014 15:10:54;491778 / 2014
13900;5914;R$ 358.478,23;0024027007368;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2003;30/06/2014 15:10:56;491779 / 2014
13903;5915;R$ 188.371,23;0024027007368;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2003;30/06/2014 15:11:04;491802 / 2014
13918;5922;R$ 69.626,83;0024027007368;;Belo Horizonte - 3ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;30/11/2003;30/06/2014 15:14:29;491837 / 2014
14070;5979;R$ 58.183,98;01063844220088130592;;Santa Rita de Caldas - Vara Única;Ordinária;05/07/2013;25/09/2013 17:50:42;670750 / 2013
14073;5981;R$ 34.579,74;0106080362192;;Cambuí - 1ª  VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE;Indenização;31/03/2013;14/10/2013 16:50:28;722514 / 2013
14077;5984;R$ 57.592,43;01063844220088130592;;Santa Rita de Caldas - VARA ÚNICA;Ordinária;10/10/2013;31/10/2013 16:25:02;771893 / 2013
14089;5994;R$ 97.322,81;0103060003789;;Caldas - VARA ÚNICA;Indenização;30/05/2008;09/01/2014 15:44:20;12523 / 2014
14112;6004;R$ 23.681,55;0024056816051;;Belo Horizonte - 4ª VARA DOS FEITOS DA FAZENDA PÚBLICA MUNICIPAL;Execução Fiscal;13/06/2013;22/05/2014 15:54:46;385838 / 2014
14116;6008;R$ 32.249,97;0271040256304;;Frutal - 2ª VARA CÍVEL;Indenização;01/02/2013;26/05/2014 15:50:36;394100 / 2014
14446;6194;R$ 40.692,04;0024056975196;;Belo Horizonte - 6ª VARA DE FAZENDA PÚBLICA E AUTARQUIAS;Ordinária de Cobrança;31/07/2013;17/12/2014 13:59:20;998650 / 2014
14462;6201;R$ 59.453,74;0024043721331;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2009;29/12/2014 13:35:50;1015895 / 2014
14464;6203;R$ 59.470,97;0024043721331;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2009;29/12/2014 13:37:14;1015903 / 2014
14465;6204;R$ 115.516,94;0024043721331;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2009;29/12/2014 13:37:16;1015904 / 2014
14466;6205;R$ 50.460,68;0024043721331;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2009;29/12/2014 13:37:49;1015905 / 2014
14467;6206;R$ 61.322,52;0024043721331;;Belo Horizonte - 1ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Ordinária;31/08/2009;29/12/2014 13:37:51;1015906 / 2014
14573;6249;R$ 25.996,97;0395020009159;;Manhumirim - 2ª VARA CÍVEL, CRIMINAL, DE EXECUÇÕES PENAIS E DO JUIZADO ESPECIAL CRIMINAL;Ordinária de Cobrança;01/08/2006;26/02/2015 16:21:00;117635 / 2015
14761;6357;R$ 40.445,06;0024073843724;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Execução de Sentença;30/08/2014;13/05/2015 17:27:19;308794 / 2015
14762;6358;R$ 49.709,07;0024073843724;;Belo Horizonte - 2ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS;Execução de Sentença;30/08/2014;13/05/2015 17:27:22;308795 / 2015
14875;6398;R$ 167.736,18;00009504119998260035;;Águas de Lindóia - OFÍCIO JUDICIAL ÚNICO;Ordinária;29/07/2014;08/06/2015 12:45:56;369439 / 2015
14876;6399;R$ 53.250,45;00009504119998260035;;Águas de Lindóia - OFÍCIO JUDICIAL ÚNICO;Ordinária;29/07/2014;08/06/2015 12:45:58;369440 / 2015
14877;6400;R$ 197.169,80;00009504119998260035;;Águas de Lindóia - OFÍCIO JUDICIAL ÚNICO;Ordinária;29/07/2014;08/06/2015 12:46:00;369441 / 2015
14878;6401;R$ 226.603,43;00009504119998260035;;Águas de Lindóia - OFÍCIO JUDICIAL ÚNICO;Ordinária;29/07/2014;08/06/2015 12:46:02;369442 / 2015
15005;6441;R$ 103.688,04;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:31;403404 / 2015
15007;6442;R$ 359.477,95;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:36;403406 / 2015
15008;6443;R$ 103.688,04;10000034034504000;;Belo Horizonte - 1º GRUPO DE CÂMARAS CÍVEIS - CARTÓRIO DE FEITOS ESPECIAIS;Rescisória;19/06/2006;19/06/2015 14:58:38;403407 / 2015
